20,"A lot of dirty data that doesn’t fit. [That was] part of their analysis, too. How do we make the transition from the old set of rules to the new one? No one is excited about using both sets. Would be easier if permits were all one year, but some are 50 years. Big hurdle",Forest Service 1,Problems from admin's perspective
21,"[E-Permitting] was called Open Forest at that time, it’s gone through some name changes",Forest Service 2,[General background]
23,There was a year or two pause – they really needed someone in a PO role full time and they didn’t have anybody to be in role,Forest Service 2,Product owner
24,Another reason for pause – should we be creating our own website or should we use recreation.gov?,Forest Service 2,Product owner
25,"We’ve been working on the site and development on it to get to an MVP for over a year, not quite two. 1.5 to 2 years. We did a soft launch this lat week, so it’s been a little chaotic. Then we’re hoping to have the MVP go out the week of May 20th.",Forest Service 2,[General background]
26,"Special forest products: products can go to site to get a permit because you need one if you want to harvest anything that isn’t timber. They’re called special forest products. [You're] required to get permit to track quantity of products being removed so we can keep resources protected. [They're] considered legally binding contracts… doesn’t make sense to public, but important to Forest Service. It allows our law enforcement to hold people accountable if they are following the permit process.",Forest Service 2,"E-permits, [General background]"
27,"Right now, folks have to pick what product they want. Right now, [it's] just firewood. We have just 5 forests here right now. We’ll add more forests here. So this is going to take a long time. Eventually, all national forests. And then all the special forest product types.",Forest Service 2,E-permits
28,"[The] idea would be to leverage or add special uses here [in the E-Permitting prototype], but choose forest and then the special use.",Forest Service 2,E-permits
29,"...part of the reason I decided to work on this was human centered design ... so there’s some stuff that forest service stuff, like legalities and language that we use that don’t make sense to the public. So I love human-centered design, but that’s one of the places where it’s been hard",Forest Service 2,Problems from proponent's perspective
31,Forest Service doesn’t really like change - it can take many years to change something that you might think it very simple. It’s important to have somebody who knows rules and regulations pertaining to product you’re building and can make sure you’re following forest service policy and procedures that we’re supposed to,Forest Service 2,Product owner
32,"...all these different groups that have to check and get their blessing before moving forward. We’ve tried to be proactive and talk to the right folks, but we’ve still had some surprises. 508 check for instance, we must have tested it with the wrong 508 stuff. Did reviews with our cyber security group early on, but it’s hard to get the right folks in the right room at the right time.",Forest Service 2,Product owner
33,...we had to integrate with pay.gov,Forest Service 2,[General background]
34,"Each forest have different information. Some forests have max purchases, some have different quantities. Some permits only good to end of calendar year. Some have maps, some don’t. Any special forest product permit  - [we] want to be able to provide answers to these common questions but want to be able to allow forest to provide their own content.",Forest Service 2,"Inconsistent experience, Problems from proponent's perspective"
35,That was really interesting - 18F did a lot of good research on this. Had to restructure a bit - how can we standardize the research on this page.,Forest Service 2,[General background]
36,"[Content management] will be part of phase 2. Right now, I had to identify standardized language… [we] did it in a Word document. [We're] going to add a feature in phase 2 where they can go in and manage their own content.",Forest Service 2,[General background]
37,We have an admin portal side.,Forest Service 2,[General background]
38,That NRM [Natural Resources Manager] system was a problem in terms of how we report and how we funnel money,Forest Service 3,Problems from admin's perspective
39,We found a loophole with Christmas trees. We could put something out there for the public to be able to get their permits. We were exploiting a loophole in how we collected money. The legacy system was a problem.,Forest Service 3,Problems from admin's perspective
40,"I loved it. In my FS career, being a PO is a highlight right up there with firefighting and whitewater rafting.",Forest Service 3,Product owner
41,"I attribute much of my success to coaching from Laura G., Aaron Burk, Melissa Braxton, Rebecca Refoy. The team of people I worked with were great. If any of them had been hard, that would have been completely different. The emotional intelligence of that group made it really work.",Forest Service 3,[General background]
42,"Within the agency because it isn’t well-known, modernization has been happening for quite a few years, for whatever reason it feels like the product owner piece is the afterthought. People want the design, the build, the product but not the vision and the testing and focus on meeting the need for the field units. The agency, upper level leadership, doesn’t understand the role of the product owner. Brian Schwind gets it. He understands the role of the product owner. When it comes to penny pinching, we don’t need a full time person or HR doesn’t have a position description for it. It’s a huge problem for a project to succeed if a PO is not named or not consistent. The agency has Not to Exceed or temporary assignments. That’s been used as a temporary band-aid on systems project, ePermitting, on the NEPA side to develop ELMs to replace PALs.",Forest Service 3,Product owner
43,This sounds silly [as a way to learning how to PO] – 10 minutes or 5 minutes… YouTube video that I”ve shared with other people who have been incoming POs...  I’ve watched it more times than I can count. Crash course on what my job would be as a PO. i’ve used that video to explain to my peers and leadership and stakeholders about what my role is and they understood. It answered all the questions.,Forest Service 3,Product owner
22,"Like maps, maps are a huge thing [that was a difference in how forests handled things], there’s a big inconsistency in how districts within forests used different symbology and illustrations on their maps to show the public what they should or shouldn’t be doing. Even within a single forest. It was hard to figure out how to include maps in the system. We didn’t have a geo-spatial component in the website and it was going to throw our budget and timeline way off.",Forest Service 3,Problems from admin's perspective
44,"When I started at FS and I was brand new, I heard from people who were professionals and members of the Oregon Mycological Association, they love their mushrooms. I was contacted by them and we were in the way of them wanting to enjoy their hobby. We were forcing them to break the rules so that they could go have fun in their hobby. They are professionals from various socioeconomic statuses and we were standing in their way. They had to talk time off during their work day to come to an office to get this stupid piece of paper that is free just in case they get stopped in the woods by a forest enforcement officer. We used to just have a link to a PDF that they could print off that they could just take. We were told by our staff that we couldn’t do that, that it wasn’t an OMB approved form...  The permits are considered accountable property. Me having to explain to Johnny bag-o-donuts that he had to come in to get the form because someone had to sign it out, we weren’t meeting our agency mission.",Forest Service 3,"Admin/proponent relationship, Problems from proponent's perspective, Problems from admin's perspective, Resource limitations"
45,"...quantitatively, success is one permit being issued and the money being collected.",Forest Service 3,[General background]
46,"The other success was not hearing complaints. We didn’t have to seek out success stories, people just weren’t complaining. The success metric was that people could do their business with the agency and not think twice about it.",Forest Service 3,[General background]
47,The issue was that the forests participating in the pilot had to agree to change how they were structuring their funding for Christmas trees so that it would be 100% FLREA and none in timber.,Forest Service 3,[General background]
48,"When I think about OpenForest, what would I do differently? I see the value in conducting a pilot program but I see more value in standing up a permanent process. Our leadership needs to understand the importance of modernization and set up something more permanent to do that. There’s quite a bit of inefficiency that exists as we have to go through all the layers with the CIO and systems security. Sometimes there are too many people who feel like they’re in a decision capacity for the project. That’s where product owner comes in. Make those important relationships and I don’t have to talk to every person in the agency to get something done. Permanent long-term solutions for what we’re doing. 22 weeks and then what?
",Forest Service 3,Product owner
49,"Product owner role was the biggest blocker. We have so many stakeholders, so many people to talk to in the forest service. We plan to grow past firewood, plans to replace the old legacy Oracle application that issues permits. Hopefully we can keep funding and interest in it. Getting it started might be the hardest part. I’ve been in the Washington Office stuff for about 10 years. Keeping people in place for a while to have sustained momentum is the hardest thing. We have the support we need now on the NFS side. CIO teams are getting up to speed not just on application development, but also on operating an application that they wrote.",Forest Service 4,Product owner
50,"We’ve had support and requests for years. I’ve been dinged on performance evals for not getting it completed. What we were missing was the contracts and the application development. It was really hard to reach across that CIO aisle to get that support. That process is there, the support is there. It’s a matter of finding funding that matches up with your timeframe and contract support that matches up with the timeframe. One of the unfortunate things for 18F is we didn’t have all the pieces in place. We had that team, but not the other contract developer teams, we didn’t have the product owner. It took a long time to get those piece in line. If you have that for SUDS your job will be much easier. The funding and the contracting was the hard part. Finding the business side support for having a full time product owner took some convincing. We tried part timers and showed that it didn’t work. Somebody has to be there for the day to day and it is more than they know.",Forest Service 4,Product owner
51,"The human-centered design stuff gave us a lot of weight with management, the interviews were done, the documentation was there...  The documentation that 18F laid out for us was the most important, we had a big step up there.
",Forest Service 4,Product owner
52,"Finding the documentation wasn’t necessarily easy. Having to work with 18F and the Google stuff rather than out thing, that was hard, I wasn’t ready for 18F to leave.",Forest Service 4,Product owner
53,"For us, took a long time to get it [the vendor situation] there. One of the reasons 18F had to leave. Didn’t get contract on development side. So we have it now. It’s a lag time. If somebody doesn’t work out, you have to be prepared to be without that role for a while. Had a month without a developer and we needed more design time. You have to be willing to speak up for what you need and push for it. Do have folks managing contract support side and that’s new for us. It’s getting better, have to be prepared for lag times. If you need someone new, you’ll find yourself hurting at a key time. We learned to pay attention to that, and trust that you need someone new. Keep our eye on contract support and not think it’s going to resolve itself. Contractors will tell you they have someone available - but they don’t tell you it won’t take 1.5 months to onboard. Much better than it was. Hope it continues. Don’t necessarily have enough money, so i think folks are sharing responsibility and some devs are busier than others
",Forest Service 4,Product owner
54,"It takes a while to develop a team dynamic in remote environment, took a while to realize and ask for a new resource. It’s been a little confusing from our side, because we hear someone’s 100% on E-Permits and then finding out they work on 2 or 3 projects. Sometimes, we’re getting mixed messages. This person is telling me they have 3 projects and having a hard time working with them and then told by staffing that they’re 100%. I’ve just learned some valuable lessons after getting some new resources that things can go better. I was leaning too much on scrum master to speak up. I’ve learned more about what we need and to ask for it.
",Forest Service 2,Product owner
55,"The biggest thing right now is that the head of USDA is focused on customer service. That is an angle we’re taking. Politically it has been a focus, then not, then “oh, that’s something you’re doing”. It makes us feel like we’re part of this century. A more efficient interface with the public. In the field, district offices have closed or merged. If someone wants to get a permit, it’s a long drive and very limited hours, so the customer service thing is a big push for us.
",Forest Service 4,"Problems from proponent's perspective, Resource limitations"
56,They tried to bring over the old code but they were using Angular and it was 4 or 5 versions old so they had to update it.,Forest Service 2,[General background]
57,"Also, there were not style sheets for modals and page layouts so it was putting a lot of work on our UX designer to specify fonts and everything and we were trying to get development done and so we kept pushing it back. Our developers weren’t using the FS playbook for some reason. Once this goes live, we’ll have to spend some time going back and looking at consistency. It didn’t come out for a while and the new UX designer was having to give them all of this information and it was hard for her. 
",Forest Service 2,[General background]
58,We are trying to emulate the experience they would have in the office,Forest Service 2,[General background]
59,"We can’t answer specific questions, but give them as much information up front as possible to help them decide if they want to get this permit online.",Forest Service 2,[General background]
60,"This is the actual PDF permit. The dev team made it so that the info you inputted is here and it looks just like the ones that are printed off. We had to integrate, we wanted to keep track of the permits that are sold and where the money goes. We had to do a lot of integrations on the backend with different teams and groups and see where the data is going to be transferred. Each permit has to have its own unique number generated by the system, developers worked to do that on the back end and we put it here on the permit.",Forest Service 2,[General background]
61,"We try to tell them what’s happening next. A lot of that wording on the next page is in here in friendlier language, but we put the legal language separately and told them it would be on the next screen. Letting them know that “the rules and conditions are going to be printed on your permit”.
",Forest Service 2,[General background]
62,"We’re avoiding login.gov for now. It’s not a disadvantage to our users. If they do get permits, it’s not more than once or twice a year. They don’t need to get a login for this. We’ve almost gotten through the privacy folks with the way we are doing it now.",Forest Service 4,[General background]
63,"Our forest has started developing a portal, an online application that proponents would go to ahead of time. ... We [also/already?] have a permit webpage. Two areas that they have taken on are film permits and research. ... Can crank out a film permit in an hour, two hours max. ... Research is more defined, gets a little site-specific. [We] decide whether it needs to be permitted or just requires some documentation. [These two use cases are] low risk, low complexity.",Forest Service 13,Forest innovations
64,"The first question [for a lands permit] is: why does this need to be on National Forest land? Can you accommodate it on private property? ... It's not the cost, all we're interested in is having the least impact on National Forest. Lands especially: that's something that's going to be permanently on the ground, a driveway, communication site, powerline, etc.",Forest Service 13,[General background]
65,We're operating a little differently: all of our offices are closed to the public. ... [We operate as a] hub of employees who primarily answer the phone and answer emails. There's this push to get that all online.,Forest Service 13,"Forest innovations, Resource limitations"
66,"It's just easier for me to talk to the individual while I'm looking at a map, so I can say early on, ""nope, this isn't something we're going to work with,"" or, ""I see it's surrounded by forest, here's the application, we're going to need your drawings, it's probably going to take a year or longer, and there's cost recovery."" All of that is just easier to have that first initial meeting.",Forest Service 13,Admin/proponent relationship
67,"There's a whole other list which we call legacy issues: the complicated permit holders, or just complicated. Those just tend sit 5, 10, 20 years and never get dealt with.",Forest Service 13,"Consequences of process problems, Resource limitations"
68,The NEPA part is where we get slowed down.,Forest Service 13,"[General background], Resource limitations"
69,Everyone has a spreadsheet.,Forest Service 13,"Forest innovations, Problems from admin's perspective"
70,"It'd be great if [in SUDS] once you have a permit and everything is signed, instead of going to Box, you could go to SUDS and the permit is actually attached.",Forest Service 13,"Problems from admin's perspective, SUDS/SUDS NextGen"
71,It'd be nice just to be able to look at anything at any time and not have to go get access. Especially with staff changing and moving.,Forest Service 13,Problems from admin's perspective
72,"A lot of the big permit folders [may have been ""holders""?] have multiple forest permits. A lot of times it's similar uses, different forests, so different authorizations. It's always nice not to reinvent the wheel.",Forest Service 13,Problems from admin's perspective
73,"[On a site visit for a lands permit] a lot of times there's a third party involved, even the utility company is involved. Normally it's the permit holder, company they hired, and me.",Forest Service 13,"[General background], Problems from proponent's perspective"
74,"[If someone gave me a magic wand, I would like it if] there was the interface of someone filling out the SF 299 and pre-opulating into SUDS. I can't remember if that was part of the plan for SUDS NextGen.",Forest Service 13,"Problems from admin's perspective, SUDS/SUDS NextGen"
75,"[Our outfitter guides are] the ones teaching people how to recreate responsibility - leave no trace, tread lightly. That’s the big benefit right there. To the stewardship of the land itself. That’s really the gist of it.
",Forest Service 9,Consequences of process problems
76,"[Does limited FS capacity affect ability for folks to recreate?] No, they just do it illegally.",Forest Service 9,Consequences of process problems
77,"Having to [use SUDS] in Edge is #1. Doesn’t work on Chrome or Firefox, Edge is the only thing that works.",Forest Service 9,"Problems from admin's perspective, [General background], SUDS/SUDS NextGen"
78,"Because of the difficulty of getting the permit, there are thousands of unpermitted outfitter/guides out there.",Forest Service 9,Consequences of process problems
79,"It’s public land, if you’re going to make money off of it, you’re going to need to get permission from someone.",Forest Service 9,Problems from proponent's perspective
80,"If there is a way that we could get other units to do what the Tahoe Basin, for a smaller district, a smaller forest, if they pre-identified trails where they could put outfitter/guides, if you had something online where you could see what trails are open, you could see that you could take 5 or 6 people there, do it online, click, it generates a bill and sends it to the permit administrator. That would modernize special uses.",Forest Service 9,"Forest innovations, Problems from admin's perspective"
81,"Lots of issues I deal with with proponents who operate across forest boundaries is inconsistent administration. Even locally we don’t have the best guidance, you have to fend for yourself, so you come up with what works for you which might be different from what works in other places. Lack of manual guidance leads you to have to do things on your own.",Forest Service 10,"Inconsistent experience, Problems from admin's perspective, Forest innovations"
82,if you look at an SF-299 they are so generic that they don’t work for any project. They add to a lot of confusion.,Forest Service 10,"Problems from admin's perspective, Problems from proponent's perspective"
83,"It’s a lot easier to start it with a phone call or a conversation. Our projects tend to be extensive and complex. We do a lot of pipelines, well pads, ground disturbance. Start with a meeting, big screen TV in the conference room, put up a lot of maps. Starting there saves a lot of back and forth",Forest Service 10,Admin/proponent relationship
84,What slows my process down significantly is that for all lands permits are delegated to the forest supervisor. I’ll send a package off for review and signature and it can take months. That’s where I run into problems.,Forest Service 10,Problems from admin's perspective
85,"When it comes to simple signatures there’s no reason for these kind of delays. By the time we get to signatures, the application is approved, the cost recovery is paid, the NEPA is done. It’s just a matter of getting the person to sign it.",Forest Service 10,Problems from admin's perspective
88,I’m in the waning days of my career but I’d like to save the next generation from as much pain as possible.,Forest Service 10,"Resource limitations, Problems from admin's perspective"
89,"In the realm of lands special uses [e-permitting] is a scary thing. There’s a lot of communication, investigation, and research that goes into whether to accept a land SU. I can’t figure out how e-permitting could fit into land SU.",Forest Service 11,Past failures and skepticism
90,One of the things we’ve experienced when templates or processes [or systems] are developed to be applied nationwide [...] they often aren’t applicable nationwide.,Forest Service 11,Past failures and skepticism
91,We see that a lot. People develop something that applies to everybody and it’s a disaster because it doesn’t apply to everyone and it makes a lot of problems.,Forest Service 11,Past failures and skepticism
92,Up front we tell people that from application to permit could take 6-12 months IF all the stars align. We have some that have been hanging on for years if they hit snags in environmental review.,Forest Service 11,Resource limitations
93,"In our shop we have 7 full time employees including myself and we have 10 on the org chart total. [...] We were down to 2 staff at one point and 5 of our 7 staff are brand new. Lots of training, lots of mentoring.
",Forest Service 11,Resource limitations
94,"The people making decisions are not the ones going out and investigating. Sometimes we (realty specialists) do that investigating, looking at maps, or going on the ground and looking at property boundaries.",Forest Service 11,Resource limitations
95,"People want a checklist of what they need to do to get approved under our processes, but it’s more complicated.",Forest Service 11,Problems from proponent's perspective
96,"That initial contact often results in a lot of conversation back and forth about “should it be here”, “does it need to be here”.",Forest Service 11,Admin/proponent relationship
97,"The communication uses have timelines that we have to follow in law, 270 days or less. If you don’t meet the 270 days, someone just continuously asks you why, you just tell them and it goes on a spreadsheet somewhere and someone might be unhappy about it, but nothing happens to you.",Forest Service 11,Resource limitations
98,"[Proponents] submit something like its and emergency that needs to be handled yesterday and when you come back and ask for a document it’ll be weeks or months before they get back to you. ... It seems very consistently that when a proponent gets something back to us, they feel like it should be done tomorrow, but when we go back to them asking for more information it could be months and months before they get back to us. We don’t have time to follow up on all of those. Once the ball is in their court we don’t expect to see it until they send it back to us. We can’t go chasing it.",Forest Service 11,Resource limitations
100,"[SF299 is] supposed to be for all SUs, but the questions aren’t applicable and it confuses people.",Forest Service 11,"Problems from admin's perspective, Problems from proponent's perspective"
101,"People talk. If one person gets a permit and someone in the same situation [doesn’t], then people get angry.",Forest Service 11,Consequences of process problems
102,"I view our realty specialists as gatekeepers of sorts when having conversations with potential proponents. In that way, having those human conversations is one of the best ways to gatekeep our workload.",Forest Service 11,Admin/proponent relationship
103,"I haven’t seen two cases that are the same, I haven’t seen an easy case yet that will go from A to Z easily. If you take everything case by case, I’m struggling to imagine any system that could make that easier",Forest Service 11,Past failures and skepticism
104,If I could fix one thing it would be our NEPA process.,Forest Service 11,Problems from admin's perspective
105,"Then we end up building the entire permit for them. Maps, have to build maps for them. Often go hunt down their business license for them. Just so much back and forth with each permittee to gather all of this info and figure out exactly what they want to do so we can scope it to the public NEPA.",Forest Service 12,Problems from proponent's perspective
106,"I think the whole process could be one single page that the permittee goes to, upload insurance, business license. There could be a map there where they select coordinates, etc.",Forest Service 12,Problems from admin's perspective
107,"A lot of the clientele are older, not super tech savvy. Can’t just tell them “go to this webpage.” Has to be some handholding. I just think changing cultural thing is hard.",Forest Service 12,Problems from proponent's perspective
108,I would love a bigger barrier [to applying] just to weed people out and have a lot done before it shows up on our desk.,Forest Service 12,"Problems from admin's perspective, Problems from proponent's perspective"
109,"Imagine on this app, there’s a little inset window of Google maps and [you as the permittee] click and draw where you want to operate. There would still need to be some GIS work on the backend to make it proper. At least it wouldn’t be a scribbled back of napkin map where this person wants to run their business.",Forest Service 12,Problems from admin's perspective
110,I know they've been working on SUDS next-gen but saw an email that they’d canceled the contract this winter.,Forest Service 12,"[General background], SUDS/SUDS NextGen"
111,"[SUDS] is a nightmare to navigate through. The whole billing system is archaic. We’re printing a bill, stuffing an envelope, sticking a stamp, then we have to go to another system to verify that they paid and then go back into SUDS",Forest Service 12,"Problems from admin's perspective, SUDS/SUDS NextGen"
112,"I’m so used to that already that I don’t really care if there's one more [piece of software] if it cuts the workload of handholding and back and forth correspondence, it’d be worth it to learn a new platform.",Forest Service 12,Resource limitations
113,Some people might gruff about “we’ve gotta learn this new thing” but there’s already 50 things that i have to go to.,Forest Service 12,Resource limitations
114,"If we had higher expectations of applicants, better screening process where they’re forced to have their ducks in a row before it got to my desk, that would save a ton of time.",Forest Service 12,Problems from admin's perspective
115,"This all comes on the heels of the SUDS NextGen rollout ...  My reaction to the online permitting, hat’s tempered with the fact that SUDS NextGen seems to be a fail.  ... They made all of these overtures and all these big deals about SUDS NextGen. People were taking training and rolling test software out and it tanked. [I] don’t want that to happen again: SUDS NextGen 2.0 with e-permitting.
",Forest Service 14,"Past failures and skepticism, SUDS/SUDS NextGen"
116,I don't like it when the Washington office or the regional offices subvert the work we're doing on the ground. One of my other fears it that we’re going to become inundated with proposals with recreation and lands.,Forest Service 14,"Past failures and skepticism, Resource limitations"
117,"At our district, we've gone all digital with our proposals. ... It gave us the ability to collaborate, is the biggest thing, really streamlined our processes. When I need something signed, I don't have to catch the district ranger in his office in the flesh. I can just drop it in our shared folder and he signs it and sends me a message; I go in there and grab it and send it off to the permittee within five minutes of reviewing it.",Forest Service 14,"Problems from admin's perspective, Forest innovations"
118,"Permit admins and specialists got together [and asked ourselves], what's low-hanging fruit that will help create time for us and help the public give us complete proposals? We came up with a splash page, just a URL that we can send to people.",Forest Service 14,"Forest innovations, Problems from admin's perspective"
119,"That's the baffling thing about special uses: you can use different application forms for the same use. It mostly depends on our handbook and what the permit admin or realty admin is willing to accept.  SF 299 is the catchall. It confuses the hell out of people because it's called something funny. If you send that to someone wanting to film, they say, hey, this may be the wrong form. Just tell them, fill it out the best you can. This form we can use for anything---temporary, outfitting, communications site. ... Which is why I like it. I would identify [this] as an issue: the forms that forests use might differ from one another. Unless it's an SF 299 form it's not going to be the same.",Forest Service 14,Problems from admin's perspective
120,Getting digital maps now is completely hit or miss.,Forest Service 14,Problems from admin's perspective
121,"[Proponents ask], who do I even send this to? We got a proposal from a lady who wanted to do filming. She has a huge list, 30 places. IT spanned three different forests and maybe six to eight districts, and three-quarters of the places I had heard of but had no idea where they are. If that woman in the process of submitting had a map and clicked on an area where she wanted to film--this is this forest, this is that forest--she would know where to send documents on a splash page. That would cut down on confusion majorly.",Forest Service 14,"Problems from proponent's perspective, Problems from admin's perspective"
122,"[One of the things I've been trying to accomplish] is full digitization of our entire special uses program--which is difficult because we have maps the size of coffee tables in some of our paper records. The other part is, I would love to have full GIS information for our entire program. ... Paper is dead. There will always be people who send us paper stuff, at least for another generation or two. But [my advice is] digitize it, go full digital straightaway, don't dilly-dally with the paper.",Forest Service 14,Problems from admin's perspective
123,I would fear some program [where the proponent has visibility into application tracking]. The thought of that scares me. We already have enough lands special uses that have deadlines that we have to meet. That would subvert rangers' ability to set priorities. It would add stress to track proposals through a system that's shared with the proponent. That's something I would be totally against. Or [if the proponent were to] submit paperwork and it goes into a system and it doesn't come to us ... I don't see that working.,Forest Service 14,"Problems from admin's perspective, Past failures and skepticism"
124,"[With new permits, vs. reissuances], I start by making sure that I get a complete application, your SF 299. If it's a corporation, I want the corporate papers. I want who can sign on behalf of the corporation. I make sure with the State of Arizona that they're allowed to do business with the State of Arizona. I have to check online for all of that. Then I go through my initial screening ... [to see whether] they can actually qualify. Once I get through that, within 60 days we send out a letter if the application has been accepted by the district ranger. 

After that, we schedule that for small NEPA: 3 for one side, 1 for the other. (?) ... Then the waiting begins for NEPA to complete. In the meantime, I go out to the site and get pictures of before, and then I'll get pictures of the after. It's good to document what's there and gives you a good idea of what needs to be done on the proposal. Once NEPA does their thing, then I'll get a clearance from NEPA saying it's good. I'll prepare the no-decision memo. Most stuff is under 20 acres, which we can do a [Categorical Exclusion Determination].",Forest Service 15,[General background]
125,"The process [from proposal to completed permit] usually takes about eight months, just because we do not have the manpower right now. WE have like 68 vacancies that we cannot fill [because of] a hiring freeze right now. This will be the new trend for the Forest Service: the lack of money that Congress gives us.",Forest Service 15,Resource limitations
126,"The other realty specialist that I work with, and my supervisor and the district ranger, we come in and have them present exactly what they're looking for instead of us assuming what they're looking for. Hearing it directly from the proponents mouth: this is what I'm looking for. There's an initial screening. People have to learn that they have to do their due diligence. I'm not here to do their job. So we make sure they understand how long it's going to take and the process and everything.",Forest Service 15,"Admin/proponent relationship, Problems from proponent's perspective"
127,"I have one [incomplete proposal] right now ... all they sent me was an SF 299, and after numerous emails I still haven't gotten the operating plan or anything from them. I will send back all of their stuff with a denial later, because I've been doing this back and forth for four and a half months and it's unacceptable, because I cant' ask the district rangers questions because I don't have [the proponent's] operating plan. These individuals get so upset because we're not moving forward--well, give me what I need. ... I shouldn't be getting anything unless it's a complete application.",Forest Service 15,"Problems from proponent's perspective, Problems from admin's perspective"
128,"We don't send a denial unless we do our due diligence on it. We sent a denial letter [to a proponent] because there were other ways for him to go through private land [for road access] instead of the Forest Service. We've sent a few denial letters to an electric company because it's cheaper for them to go on us, and we've stopped that. If there's access to the property in question that their neighbors have electricity, then you pull it off of them or give me a letter saying they won't allow this.",Forest Service 15,[General background]
129,"We have one [proposal] going across 27 miles of Arizona Department of Transportation easement that has known heritage issues: I'm talking over 700-800 sites on this 27 miles. That's going to take a lot longer because they want to put it underground, but they can't, so they have to go overhead. ... What we've done is, we're making them go out and get a contractor or subcontractor that is authorized to do [this type of work] for the Forest Service.",Forest Service 15,[General background]
